,sent_0,sent_1
0,55.97839222177359,29.520082687081644
1,7027.711683996099,580.0713269363442
2,756.6544882372361,198.0816110760836
3,1163.7490229064576,4267.4889311106235
4,215.18807496587866,93.86577400241237
5,22.069331473089512,33.38129936360763
6,302.915175057147,34.34004284955273
7,96.80693364683111,346.3826861758591
8,1818.4715322876318,283.7425958019848
9,1542.5707115857977,2959.148117527492
10,11460.127808276739,729.198949269619
11,615.0085096768648,167.64786690989195
12,44.282996477260646,24.920959825314295
13,5291.920288090741,8114.095652129614
14,579.4634032765156,2138.868370545623
15,162.5976964186192,140.10589760326295
16,1367.9041140566903,15376.350086951454
17,397.81030278865626,159.18315933953315
18,97.03662659314443,107.16010619219671
19,616.8529358550792,139.8381213377728
20,99.4487341551445,246.42334982219995
21,115.9335782178372,101.72838271823274
22,101.75826795685984,19.829428457033593
23,27.01436704760049,46.01342671387426
24,2101.803032592011,294.5864841144982
25,557.1837345347892,186.0792994606196
26,5131.879245482334,2142.239727778118
27,826.9879521672094,1686.547797537063
28,172.29433325241254,97.54168519714214
29,108.14837259431725,175.32697855736305
30,42.756981976200706,17.073287638916664
31,284.3980636534627,989.9930526389783
32,364.51168794894926,113.65213955497674
33,337.65408734258386,80.22718503361929
34,12192.205947459628,2235.546894835775
35,375.2395496049252,136.2285918525603
36,1231.1436515646592,58.88005424082633
37,46.25726358180333,56.65507579362365
38,24.298153553693982,222.0065975034162
39,166.34980443552433,182.47410917801534
40,2752.054693975556,81.70656438013069
41,490.95430158295505,562.2000128192748
42,101.05929233964817,59.02271348875453
43,15.560415697112509,53.174219588480234
44,180.65721408474448,71.68600032153921
45,21.52105407755507,64.71483987305072
46,693.2425435075589,73.08231430255456
47,7517.764002171498,15460.162652657527
48,37.60018290758733,73.9316573463433
49,58.44134967325003,325.4504206705893
50,72.08072933939542,102.17461231998399
51,26.754747419688215,148.08402456199576
52,212.85941892196874,1088.7810688599536
53,196.2325998794886,334.1953213309329
54,47.683578318041945,48.50185520560894
55,461.3626349253691,145.55015356386198
56,30291.649440261146,20340.594893155863
57,2244.324402429392,23509.04980725707
58,129.93829808161254,202.26995463062397
59,31081.260228824005,6344.46282331813
60,62.28214368800637,72.22519678413954
61,19.787698434156543,22.182717562944866
62,765.4652785521475,699.0472803795989
63,296.03815216588583,204.81913926149483
64,209.90576809734387,134.7410949124726
65,316.7915661637923,46.80257420161789
66,124.05162187578296,105.50493052044051
67,459.2944927815837,56.49326985047994
68,353.3704692182544,513.9438750983803
69,45.550351057881294,794.952417685157
70,1693.7664991689967,223.8136550282348
71,441.3638090602079,177.80601445108456
72,1479.574055945669,69.32167378443978
73,97.98216393329562,217.85663809727606
74,39.78619841503816,15.83360455478952
75,42.19036137569673,139.2584764270631
76,91.13822062550575,385.4127001911822
77,360.73978847189755,55.245449998553156
78,145.04051411954433,505.01754060155633
79,81.80940744462859,45.564579945277615
80,314.87096920916827,80.9050475517528
81,49.182944807493286,23.623110346512913
82,99.45485163317151,21.675536465045585
83,170.34243032273565,133164.3414522465
84,44.44294103226279,60.665796705617595
85,155.151435883591,231.0073595878966
86,37.48589716077681,113.55961463196209
87,223.07316017542954,723.6198502406664
88,523.9505773064626,602.0210410121292
89,1001.1427733886806,112.39068367649698
90,37.46786595809621,42.48525991839034
91,23.495313725696473,62.37276008936134
92,223.61235993058236,178.86352707313657
93,102.99291958648695,25.13814600509274
94,711.588388072219,140.08766028875343
95,310.8231052858162,117.24793668841124
96,64.21315397543125,110.73975336252617
97,227.30590535560447,1879.6910462736894
98,216.42921575942748,34.60526613165015
99,162.8265786009813,1267.3191493903284
100,75.65491174954909,44.33055361238988
101,2010.2909779135634,52.12992532277291
102,206.52154858403145,440.29786244361156
103,138.2519334221029,69.90849255250598
104,117.33031835542302,60.99300944050144
105,170.08951928914468,43.30077768193861
106,11205.335380110517,1963.0616674292112
107,48.0373693723717,138.00619091273052
108,221.24633823447778,152.03725295062534
109,186.15970577678073,108.2402562834511
110,1654.89970634215,291.8504162390625
111,151.1077220191068,343.5696308526641
112,295.0803680025263,25.459638704387473
113,33.53649595567177,61.356822508555226
114,72.63996906169274,512.8429871441025
115,365.79965071261535,150.94489621923992
116,59.40484913505362,32.370738031969005
117,44.07162682000449,79.44010471177525
118,210.593816955197,16.638617212185583
119,232.89612014248087,616.6647159999947
120,231.16548308189078,198.9279152061061
121,838.0147563873006,152.89039009906946
122,18.33781551275678,51.00527768963541
123,32.96401926199867,364.8558256657982
124,44.10004824595751,74.00145667679877
